1812,223,提供经过批准的募捐活动信息的活动名称、募捐组织、活动起止时间、募捐活动地点以及合作单位等信息,政府办事,募捐,民生服务,民政,业务类,普遍公开,2015-10-13,2015-10-13,上海市民政局
2105,255,介绍婚姻收养登记机关的名称、所在区县、结婚接待时间、离婚接待时间、 联系地址、语音电话等信息,婚育,婚姻,民生服务,民政,业务类,普遍公开,2015-10-13,2015-10-13,上海市民政局
1952,255,介绍“双特”（特定就业困难人员在特定部门就业政策）涉老行业受理部门、所在区县、联系地址和联系电话,社区周边生活服务,双特.涉老行业,民生服务,民政,业务类,普遍公开,2015-10-13,2015-10-13,上海市民政局
1994,265,上海赴台旅行社名单，包含许可证编号、旅行社名称，联系电话，注册地址信息,政府办事,赴台旅行社,文化休闲,旅游,其他类,普遍公开,2015-10-10,2015-10-10,上海市旅游局
2865,436,上海市A级旅游景区最大承载量信息，包含景区名称、景区等级、日最大承载量（人次）、瞬时最大承载量（人次）,政府办事,A级旅游景区，日最大承载量，瞬时最大承载量,文化休闲,旅游,其他类,普遍公开,2015-10-10,2015-10-10,上海市旅游局
6758,3712,美国、英国、法国、德国等主要国家国内生产总值（GDP）、消费者物价指数（COI）、劳动力、失业人数外汇储备等贸易经济数据。,政府办事,主要国家.贸易.经济.数据,经济建设,商贸综合类,业务类,普遍公开,2012-12-07,2015-08-21,上海市商务委员会
6484,1326,全市1470条公交线路的上行首末班车时刻表和下行首末班车时刻表,交通出行,公交线路.首班车.末班车，时刻表,道路交通,交通运输,业务类,普遍公开,2015-01-13,2015-08-19,上海市交通委员会
3639,591,自2008年开始上海对外贸易经营真申请备案开展对外贸易经营活动等级情况，包括当月新增企业中商贸、私营、外资企业机构情况等。,政府办事,对外贸易经营者.备案登记,经济建设,对外贸易,业务类,普遍公开,2012-12-07,2015-08-14,上海市商务委员会
5338,927,2010年第六次全国人口普查，上海市10%人口普查数据就业人口分行业文化构成,政府办事,第六次人口普查10%人口普查数据就业人口分行业文化构成,社会发展,统计,业务类,普遍公开,2015-01-28,2015-08-13,上海市统计局
2670,470,2010年第六次全国人口普查，上海市分行业、分性别的10%人口普查数据就业人口行业分布,政府办事,第六次人口普查10%人口普查数据就业人口行业分布,社会发展,统计,业务类,普遍公开,2015-01-28,2015-08-13,上海市统计局
2537,477,2010年第六次全国人口普查，上海市分区县、分性别的10%人口普查数据就业人口年龄构成,政府办事,第六次人口普查10%人口普查数据就业人口年龄构成,社会发展,统计,业务类,普遍公开,2015-01-28,2015-08-13,上海市统计局
3524,652,2010年第六次全国人口普查，上海市分区县、分性别的性别年龄构成,政府办事,第六次人口普查人口性别年龄构成,社会发展,统计,业务类,普遍公开,2015-01-28,2015-08-13,上海市统计局
2130,352,2010年第六次全国人口普查，上海市分区县、分性别的出境人口,政府办事,第六次人口普查出境人口,社会发展,统计,业务类,普遍公开,2015-01-28,2015-08-13,上海市统计局
2469,336,2010年第六次全国人口普查，上海市分各不同少数民族的少数民族人口数,政府办事,第六次人口普查少数民族人口数,社会发展,统计,业务类,普遍公开,2015-01-28,2015-08-13,上海市统计局
2437,344,2010年第六次全国人口普查，上海市分汉族与少数民族的民族人口,政府办事,第六次人口普查民族人口,社会发展,统计,业务类,普遍公开,2015-01-28,2015-08-13,上海市统计局
2923,494,2010年第六次全国人口普查，上海市分区县、分性别的老年人口,政府办事,第六次人口普查老年人口,社会发展,统计,业务类,普遍公开,2015-01-28,2015-08-13,上海市统计局
2805,543,2010年第六次全国人口普查，上海市分区县的人口密度数据汇总,政府办事,第六次人口普查人口密度,社会发展,统计,业务类,普遍公开,2015-01-28,2015-08-13,上海市统计局
2413,396,2010年第六次全国人口普查，上海市分区县、分性别的出生人口,政府办事,第六次人口普查出生人口,社会发展,统计,业务类,普遍公开,2015-01-28,2015-08-13,上海市统计局
2247,330,2010年第六次全国人口普查，上海市分区县、分性别的死亡人口,政府办事,第六次人口普查死亡人口,社会发展,统计,业务类,普遍公开,2015-01-28,2015-08-13,上海市统计局
2055,592,自2004年开始的上海对外承包工程完成营业额、新签合同额、非金融类对外直接投资额（单位：万美元）。,政府办事,对外承包工程.营业额,经济建设,对外贸易,业务类,普遍公开,2012-12-07,2015-08-13,上海市商务委员会
2560,658,经上海市政府推荐及中国人民银行等相关部委确认后，可以参与跨境贸易人民币结算试点的上海市进出口企业情况。,政府办事,跨境人民币结算.试点企业名单,经济建设,对外贸易,业务类,普遍公开,2012-12-07,2015-08-12,上海市商务委员会
3140,594,上海市1000万美元以上外商投资项目情况，自2011年开始的每月1000万以上外商投资项目数量及占全市比重情况。 每半年公开一次信息。,政府办事,1000万美元以上.外资,经济建设,对外贸易,业务类,普遍公开,2012-12-07,2015-08-12,上海市商务委员会
1859,294,上海市粮食批发行情数据产品主要发布了上海市粮食批发行情的信息。,政府办事,粮食批发,民生服务,国内贸易,业务类,普遍公开,2015-01-05,2015-08-12,上海市商务委员会
3023,870,上海市活鸡批发行情数据产品主要发布了上海市活鸡批发行情的信息。,社区周边生活服务,活鸡批发,民生服务,国内贸易,业务类,普遍公开,2015-01-05,2015-08-12,上海市商务委员会
1922,346,上海市肉品批发行情数据产品主要发布了上海市肉品批发行情的信息。,社区周边生活服务,肉品批发,民生服务,国内贸易,业务类,普遍公开,2015-01-05,2015-08-12,上海市商务委员会
1904,325,上海对外直接投资核准额数据产品主要发布了上海市对外直接投资核准投资总额及核准中方投资额情况。,政府办事,对外直接投资,经济建设,对外贸易,业务类,普遍公开,2015-01-05,2015-08-12,上海市商务委员会
1889,309,上海对外劳务合作派遣人数、月末在外人数数据产品主要发布了上海市对外劳务合作派遣人员情况。,培训与就业,劳务合作,社会发展,对外贸易,业务类,普遍公开,2015-01-05,2015-08-12,上海市商务委员会
4988,2234,十一五期间上海划定的20个现代服务业集聚区基本情况、所属区县、地理范围、主要产业等信息。十二五期间上海25个现代服务集聚区基本情况。,政府办事,现代服务业.集聚区,经济建设,服务业,业务类,普遍公开,2012-12-07,2015-08-12,上海市商务委员会
2228,453,上海主要展馆信息数据产品主要发布了上海市主要展馆名称、地理位置、场馆介绍等信息。,政府办事,展馆,经济建设,综合类,其他类,普遍公开,2015-01-05,2015-08-12,上海市商务委员会
2314,447,上海市服务外包专业园区基本情况，服务外包专业园区名称、认定时间、主要业务、园区发展状况等信息。,政府办事,服务外包.专业园区,经济建设,商贸综合类,业务类,普遍公开,2012-12-07,2015-08-12,上海市商务委员会
2222,464,自2010年开始，上海历年电子商务示范企业基本情况，包括电子商务示范企业的业务领域、企业介绍及网址等信息。,学校教育与终身教育,电子商务.示范企业,经济建设,商贸综合类,业务类,普遍公开,2012-12-07,2015-08-12,上海市商务委员会
2107,393,2006-2008年、2009-2010年上海市实施“走出去”战略先进企业情况。,政府办事,走出去.先进企业,经济建设,商贸综合类,业务类,普遍公开,2012-12-07,2015-08-12,上海市商务委员会
1976,380,自2011年以来，在上海举办的重要展会项目基本情况，展会的时间、地点、主要展出内容、展会面积、办展场馆和办展单位等。,政府办事,展会.项目,经济建设,商贸综合类,业务类,普遍公开,2012-12-07,2015-08-12,上海市商务委员会
1993,413,2011年以来，历年上海外商投资的基本情况以及未来上海的发展方向，内容包括上海外商投资的趋势、外资总部在上海落户情况、第一（第二、第三）产业在沪投资情况等。,政府办事,外资.投资环境,经济建设,商贸综合类,其他类,普遍公开,2012-12-07,2015-08-12,上海市商务委员会
3131,601,由国务院批准在上海设立的各类国家级开发区和由上海市人民政府批准设立的市级工业开发区基本概况，开发区面积、位置、介绍、开发公司及开发公司联系方式等。,政府办事,开发区.国家级.市级,经济建设,商贸综合类,业务类,普遍公开,2012-12-07,2015-08-12,上海市商务委员会
2701,424,全球工业联合会、商业部、贸易理事会等贸易促进机构基本信息、贸促机构地址、电话、电子邮件及网址等信息。,政府办事,全球.贸促.机构,经济建设,商贸综合类,业务类,普遍公开,2012-12-07,2015-08-12,上海市商务委员会
1879,279,上海对外承包工程完成营业额、新签合同额数据产品主要发布了上海市对外承包工程新签合同及完成情况。,政府办事,对外承包工程,经济建设,对外贸易,业务类,普遍公开,2015-01-05,2015-08-12,上海市商务委员会
2362,340,上海市清真食品、清真副食、清真饮食的网点名称、所属行政区域、具体地址等,政府办事,清真.食品.副食.饮食,民生服务,综合类,业务类,普遍公开,2015-06-02,2015-06-02,上海市民族和宗教事务委员会
2747,436,上海市佛教、道教、天主教、基督教等宗教院校的院校名称、地址、联系电话、情况简介等,学校教育与终身教育,宗教.院校,教育科技,综合类,业务类,普遍公开,2015-06-02,2015-06-02,上海市民族和宗教事务委员会
