3758,1005,上海市星级饭店名单，包含星级饭店的名称、星级、地址、联系电话和所属区县等信息,政府办事,旅游，星级饭店,文化休闲,旅游,业务类,普遍公开,每年,2015-01-16,上海市旅游局
2633,367,上海市领队人员名单，包含领队的姓名、性别、领队证号码、所属旅游企业等信息,政府办事,旅游，领队,文化休闲,旅游,业务类,普遍公开,每年,2015-01-16,2015-01-16,上海市旅游局
2771,455,上海市导游人员姓名、性别、资格证号、服务语种、导游等级和所属旅行社等信息,政府办事,旅游，导游,文化休闲,旅游,业务类,普遍公开,每年,2015-01-16,上海市旅游局
2834,465,上海市现有旅行社名单，包含了旅行社名称、许可证号、地址、电话、等级等信息,政府办事,旅行社，名称，许可证号，地址，电话，等级,文化休闲,旅游,业务类,普遍公开,每年,2015-01-16,2015-01-16,上海市旅游局
4052,797,提供上海市国家级文化产业示范园区和基地名单及上海市文化产业园区名单，含园区地址、概况、电话等信息,政府办事,文化，产业园区,文化休闲,文体综合类,机构职能,普遍公开,每年,2014-12-31,上海市文化广播影视管理局
3784,845,提供上海市各类演出场所的名称、地址、联系电话等各类信息，按主要演出场所、大型演出活动场馆、主要书场等排列,社区周边生活服务,演出，场所,文化休闲,文学艺术,业务类,普遍公开,每年,2014-12-31,2014-12-31,上海市文化广播影视管理局
2806,425,提供上海各区县有关文化的各类行政审批受理窗口的名称、地址、电话等各类信息,政府办事,行政审批 受理,文化休闲,文体综合类,机构职能,普遍公开,每年,2014-12-31,上海市文化广播影视管理局
4381,1305,提供上海市各电影院的名称、地址、联系电话等各类信息，按各区县排列,社区周边生活服务,电影院,文化休闲,广播、电影、电视,业务类,普遍公开,每年,2014-12-31,2014-12-31,上海市文化广播影视管理局
12077,7685,提供上海市各类博物馆名称、地址、联系电话、开放情况等信息，按区县分别排列,政府办事,博物馆,文化休闲,文物、考古,业务类,普遍公开,每年,2014-12-31,上海市文化广播影视管理局
1900,314,上海市公安局提供的出入境受理点信息，包含出入境受理点地址及联系方式等信息,政府办事,出入境受理点,机构团体,公安,业务类,普遍公开,每季度,2014-11-24,2014-12-23,上海市公安局
2449,353,上海市公安局提供的居民身份证拍照地点信息，包含拍照采集点地址及联系方式等信息,社区周边生活服务,居民身份证拍照点,民生服务,公安,业务类,普遍公开,每季度,2014-11-24,上海市公安局
3420,803,上海市公安局提供的本市车辆管理所信息，包含本市车辆管理所地址、电话等具体信息,政府办事,车管所,道路交通,公安,业务类,普遍公开,每季度,2014-11-24,2014-12-23,上海市公安局
3681,824,上海市社区卫生服务中心基本信息，包括机构名称、地址信息、联系电话、传真。,就医与保健,社区卫生,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,上海市卫生和计划生育委员会
2038,438,经许可开展婚前医学检查的医疗机构基本信息，包括机构名称、地址、服务时间等信息。,就医与保健,婚前医学检查,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,2014-11-27,上海市卫生和计划生育委员会
3102,672,上海市医疗急救机构基本信息，包括机构名称、地址、邮编、联系电话等信息。,就医与保健,医疗急救,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,上海市卫生和计划生育委员会
3068,718,上海市职业健康检查机构基本信息，包括机构名称、地址、邮编、资质级别、批准项目等信息。,就医与保健,职业健康,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,2014-11-27,上海市卫生和计划生育委员会
1904,406,上海市职业病诊断机构基本信息，包括机构名称、地址、邮编、批准项目等信息。,就医与保健,职业病,卫生健康,医疗保健,机构职能,普遍公开,每年,2014-11-27,上海市卫生和计划生育委员会
2066,414,上海市职业病鉴定办事机构基本信息，包括机构名称、地址、邮编、受理时间等信息。,就医与保健,职业病,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,2014-11-27,上海市卫生和计划生育委员会
1837,355,上海市卫生监督机构基本信息，包括机构名称、联系电话、单位地址等信息。,就医与保健,卫生监督,机构团体,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,上海市卫生和计划生育委员会
2553,491,上海市公共场所卫生技术服务机构基本信息，包括机构名称、联系电话、单位地址等信息。,社区周边生活服务,公共场所,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,2014-11-27,上海市卫生和计划生育委员会
1895,330,上海市放射卫生技术服务机构基本信息，包括机构名称、联系电话、单位地址、批准项目等信息。,就医与保健,放射卫生,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,上海市卫生和计划生育委员会
1930,318,上海市从业人员预防性健康检查机构基本信息，包括机构名称、联系电话、单位地址等信息。,就医与保健,健康检查,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,2014-11-27,上海市卫生和计划生育委员会
1977,341,上海市犬伤门诊基本信息，包括机构名称、联系电话、单位地址、服务时间等信息。,就医与保健,犬伤,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,上海市卫生和计划生育委员会
1987,334,上海市结核病定点医院的机构名称、联系电话、单位地址、邮编等信息。,就医与保健,结核病,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,2014-11-27,上海市卫生和计划生育委员会
1892,309,上海市接种门诊信息包括接种单位所在机构的联系电话、单位地址、服务时间等信息。,就医与保健,接种门诊,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,上海市卫生和计划生育委员会
2003,336,上海市艾滋病自愿免费咨询检测点的联系电话、传真、单位地址、邮编等信息。,就医与保健,艾滋病,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,2014-11-27,上海市卫生和计划生育委员会
2293,344,上海市、区县眼病防治机构的联系电话、传真、单位地址、邮编等信息。,就医与保健,眼病防治,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,上海市卫生和计划生育委员会
2367,469,上海市、区县牙病防治机构的联系电话、传真、单位地址、邮编等信息。,就医与保健,牙病防治,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,2014-11-27,上海市卫生和计划生育委员会
2475,406,上海市、区县疾病预防控制机构的联系电话、传真、单位地址、邮编等信息。,就医与保健,疾病预防控制,卫生健康,医药卫生管理,机构职能,普遍公开,每年,2014-11-27,上海市卫生和计划生育委员会
3385,820,上海市公安局提供的本市道路主要管理措施信息，包含本市道路主要管理措施的具体内容信息,交通出行,本市道路主要管理措施,道路交通,公安,业务类,普遍公开,每季度,2014-11-24,2014-11-24,上海市公安局
4006,1111,上海市公安局提供的外环线以内区域机动车道路停车场信息，包含外环线以内区域机动车道路停车场地址等具体信息,交通出行,外环线以内区域机动车道路停车场,道路交通,公安,业务类,普遍公开,每季度,2014-11-24,上海市公安局
5506,1457,上海市公安局提供的道路监控摄像头设置地点信息，包含道路监控摄像头设置地点等具体信息,交通出行,道路摄像头设置地点,道路交通,公安,业务类,普遍公开,每季度,2014-11-24,2014-11-24,上海市公安局
3170,785,上海市公安局提供的交通事故理赔中心信息，包含交通事故理赔中心地址、电话等具体信息,政府办事,交通事故理赔中心,机构团体,公安,业务类,普遍公开,每季度,2014-11-24,上海市公安局
2717,609,上海市公安局提供的交通事故自行协商处理便民服务点高架道路“便民服务箱”位置分布信息,政府办事,交通事故，自行协商，处理服务点,道路交通,公安,业务类,普遍公开,每季度,2014-11-24,2014-11-24,上海市公安局
2118,397,上海市公安局提供的交通管理与服务机构信息，包含交通管理与服务机构地址、电话等具体信息,政府办事,交通管理与服务机构,机构团体,公安,业务类,普遍公开,每季度,2014-11-24,上海市公安局
2268,548,上海市公安局提供的机动车违法受理点信息，包含机动车违法受理点地址、电话等具体信息,交通出行,机动车违法受理点,机构团体,公安,业务类,普遍公开,每季度,2014-11-24,2014-11-24,上海市公安局
3964,769,上海市校外教育机构名单，包括机构名称，机构地址，联系电话，特色教育等内容。,学校教育与终身教育,青少年，活动中心，联系方式，特色教育,教育科技,教育,业务类,普遍公开,每年,2014-11-10,上海市教育委员会
3197,585,上海市教育管理与服务机构的服务内容及对外联系方式，包括机构名称、地址、机构类型、服务时间、服务内容范围等内容。,学校教育与终身教育,教育，事业单位,教育科技,教育,业务类,普遍公开,每年,2014-11-05,2014-11-05,上海市教育委员会
